date,status,skip_reason,trades,skipped_rows,crossover_entries,pullback_reentries,target_exits,stop_exits,gap_target_exits,gap_stop_exits,reversal_exits,winning_trades,losing_trades,break_even_trades,total_points,total_rupees,average_points,max_profit_points,max_loss_points,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_rupees,remarks
2022-05-30,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-05-31,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-06-01,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-79.70,-5180.50,-79.70,-79.70,-79.70,0,1,79.70,5180.50,
2022-06-02,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-17.30,-1124.50,-17.30,-17.30,-17.30,0,1,17.30,1124.50,
2022-06-03,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-06,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-21.20,-1378.00,-21.20,-21.20,-21.20,0,1,21.20,1378.00,Open position carried through this date with no realized exit.
2022-06-07,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-08,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-09,TRADED,,2,0,2,0,0,2,0,0,0,0,2,0,-17.70,-1150.50,-8.85,-1.50,-16.20,0,2,17.70,1150.50,
2022-06-10,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-13,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-14,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-15,TRADED,,2,0,2,0,0,2,0,0,0,0,2,0,-35.00,-2275.00,-17.50,-13.20,-21.80,0,2,35.00,2275.00,Open position carried through this date with no realized exit.
2022-06-16,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-17,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-20,TRADED,,2,0,2,0,0,2,0,0,0,0,2,0,-26.10,-1696.50,-13.05,-1.50,-24.60,0,2,26.10,1696.50,Open position carried through this date with no realized exit.
2022-06-21,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,233.70,15190.50,233.70,233.70,233.70,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-06-22,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-20.50,-1332.50,-20.50,-20.50,-20.50,0,1,20.50,1332.50,
2022-06-23,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-49.10,-3191.50,-49.10,-49.10,-49.10,0,1,49.10,3191.50,
2022-06-24,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-27,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-06-28,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-49.90,-3243.50,-49.90,-49.90,-49.90,0,1,49.90,3243.50,Open position carried through this date with no realized exit.
2022-06-29,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-21.10,-1371.50,-21.10,-21.10,-21.10,0,1,21.10,1371.50,Open position carried through this date with no realized exit.
2022-06-30,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-01,TRADED,,2,0,1,1,1,1,0,0,0,1,1,0,59.60,3874.00,29.80,90.60,-31.00,1,1,31.00,2015.00,Open position carried through this date with no realized exit.
2022-07-04,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-10.00,-650.00,-10.00,-10.00,-10.00,0,1,10.00,650.00,
2022-07-05,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-06,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-3.00,-195.00,-3.00,-3.00,-3.00,0,1,3.00,195.00,
2022-07-07,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-7.60,-494.00,-7.60,-7.60,-7.60,0,1,7.60,494.00,
2022-07-08,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-11,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-2.40,-156.00,-2.40,-2.40,-2.40,0,1,2.40,156.00,
2022-07-12,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-13,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-14,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-15,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-07-18,TRADED,,1,0,1,0,0,0,1,0,0,1,0,0,135.80,8827.00,135.80,135.80,135.80,1,0,0.00,0.00,
2022-07-19,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-07-20,TRADED,,2,0,0,2,0,1,1,0,0,1,1,0,296.50,19272.50,148.25,305.00,-8.50,1,1,8.50,552.50,Open position carried through this date with no realized exit.
2022-07-21,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-22,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-25,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-1.80,-117.00,-1.80,-1.80,-1.80,0,1,1.80,117.00,
2022-07-26,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-27,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-3.40,-221.00,-3.40,-3.40,-3.40,0,1,3.40,221.00,
2022-07-28,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-07-29,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-01,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-02,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-03,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-1.70,-110.50,-1.70,-1.70,-1.70,0,1,1.70,110.50,
2022-08-04,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-75.50,-4907.50,-75.50,-75.50,-75.50,0,1,75.50,4907.50,Open position carried through this date with no realized exit.
2022-08-05,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-08,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-10,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-11,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-12,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-16,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-17,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-18,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-3.30,-214.50,-3.30,-3.30,-3.30,0,1,3.30,214.50,
2022-08-19,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-22,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-23,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-24,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-13.00,-845.00,-13.00,-13.00,-13.00,0,1,13.00,845.00,Open position carried through this date with no realized exit.
2022-08-25,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-26,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-7.30,-474.50,-7.30,-7.30,-7.30,0,1,7.30,474.50,
2022-08-29,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-08-30,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,36.60,2379.00,36.60,36.60,36.60,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-09-01,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-81.80,-5317.00,-81.80,-81.80,-81.80,0,1,81.80,5317.00,Open position carried through this date with no realized exit.
2022-09-02,SKIPPED,entry_open_beyond_stop,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Entry open 17598.4 invalidated the SHORT setup stop 17564.10.
2022-09-05,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-11.40,-741.00,-11.40,-11.40,-11.40,0,1,11.40,741.00,
2022-09-06,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-07,TRADED,,3,0,3,0,0,2,0,0,1,0,3,0,-45.50,-2957.50,-15.17,-3.50,-24.50,0,3,45.50,2957.50,Open position carried through this date with no realized exit.
2022-09-08,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-16.30,-1059.50,-16.30,-16.30,-16.30,0,1,16.30,1059.50,Open position carried through this date with no realized exit.
2022-09-09,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-12,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-13,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-14,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-4.30,-279.50,-4.30,-4.30,-4.30,0,1,4.30,279.50,
2022-09-15,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-16,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-19,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-20,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-09-21,TRADED,,2,0,2,0,0,2,0,0,0,0,2,0,-75.80,-4927.00,-37.90,-8.70,-67.10,0,2,75.80,4927.00,Open position carried through this date with no realized exit.
2022-09-22,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-23,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-26,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-27,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-28,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-29,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-09-30,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,68.40,4446.00,68.40,68.40,68.40,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-10-03,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-33.30,-2164.50,-33.30,-33.30,-33.30,0,1,33.30,2164.50,Open position carried through this date with no realized exit.
2022-10-04,TRADED,,1,0,1,0,0,0,0,1,0,0,1,0,-254.60,-16549.00,-254.60,-254.60,-254.60,0,1,254.60,16549.00,Open position carried through this date with no realized exit.
2022-10-06,TRADED,,1,0,1,0,0,0,1,0,0,1,0,0,160.40,10426.00,160.40,160.40,160.40,1,0,0.00,0.00,
2022-10-07,SKIPPED,entry_open_beyond_stop,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Entry open 17249.1 invalidated the SHORT setup stop 17248.70.
2022-10-10,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-11,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-12,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-13,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-14,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-5.00,-325.00,-5.00,-5.00,-5.00,0,1,5.00,325.00,
2022-10-17,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-7.30,-474.50,-7.30,-7.30,-7.30,0,1,7.30,474.50,
2022-10-18,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-10-19,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-10-20,TRADED,,2,0,2,0,0,1,0,1,0,0,2,0,-61.00,-3965.00,-30.50,-5.50,-55.50,0,2,61.00,3965.00,
2022-10-21,TRADED,,2,0,1,1,1,1,0,0,0,1,1,0,21.00,1365.00,10.50,30.00,-9.00,1,1,9.00,585.00,Open position carried through this date with no realized exit.
2022-10-24,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-25,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-27,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-28,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-10-31,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-01,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-02,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-11.50,-747.50,-11.50,-11.50,-11.50,0,1,11.50,747.50,
2022-11-03,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-04,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-11-07,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-48.00,-3120.00,-48.00,-48.00,-48.00,0,1,48.00,3120.00,Open position carried through this date with no realized exit.
2022-11-09,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-10,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-8.60,-559.00,-8.60,-8.60,-8.60,0,1,8.60,559.00,
2022-11-11,HELD,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-11-14,TRADED,,2,0,1,1,0,1,1,0,0,1,1,0,36.30,2359.50,18.15,55.30,-19.00,1,1,19.00,1235.00,Open position carried through this date with no realized exit.
2022-11-15,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-9.10,-591.50,-9.10,-9.10,-9.10,0,1,9.10,591.50,
2022-11-16,TRADED,,2,0,1,1,1,1,0,0,0,1,1,0,11.10,721.50,5.55,24.00,-12.90,1,1,12.90,838.50,Open position carried through this date with no realized exit.
2022-11-17,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-6.40,-416.00,-6.40,-6.40,-6.40,0,1,6.40,416.00,
2022-11-18,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-21,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-22,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-18.40,-1196.00,-18.40,-18.40,-18.40,0,1,18.40,1196.00,Open position carried through this date with no realized exit.
2022-11-23,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-24,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-25,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-28,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-29,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-11-30,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-01,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-02,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-8.40,-546.00,-8.40,-8.40,-8.40,0,1,8.40,546.00,
2022-12-05,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-06,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-07,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-08,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-09,TRADED,,2,0,2,0,1,1,0,0,0,1,1,0,43.70,2840.50,21.85,45.60,-1.90,1,1,1.90,123.50,
2022-12-12,TRADED,,1,0,0,1,1,0,0,0,0,1,0,0,50.10,3256.50,50.10,50.10,50.10,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-12-13,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,38.40,2496.00,38.40,38.40,38.40,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-12-14,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-24.60,-1599.00,-24.60,-24.60,-24.60,0,1,24.60,1599.00,Open position carried through this date with no realized exit.
2022-12-15,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,53.40,3471.00,53.40,53.40,53.40,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-12-16,TRADED,,1,0,0,1,1,0,0,0,0,1,0,0,78.00,5070.00,78.00,78.00,78.00,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-12-19,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-32.70,-2125.50,-32.70,-32.70,-32.70,0,1,32.70,2125.50,Open position carried through this date with no realized exit.
2022-12-20,TRADED,,2,0,2,0,0,1,0,1,0,0,2,0,-78.80,-5122.00,-39.40,-11.80,-67.00,0,2,78.80,5122.00,Open position carried through this date with no realized exit.
2022-12-21,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-21.00,-1365.00,-21.00,-21.00,-21.00,0,1,21.00,1365.00,Open position carried through this date with no realized exit.
2022-12-22,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,82.80,5382.00,82.80,82.80,82.80,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2022-12-23,TRADED,,1,0,0,1,0,0,1,0,0,1,0,0,168.10,10926.50,168.10,168.10,168.10,1,0,0.00,0.00,
2022-12-26,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-24.70,-1605.50,-24.70,-24.70,-24.70,0,1,24.70,1605.50,Open position carried through this date with no realized exit.
2022-12-27,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-28,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2022-12-29,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-3.60,-234.00,-3.60,-3.60,-3.60,0,1,3.60,234.00,
2022-12-30,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-10.90,-708.50,-10.90,-10.90,-10.90,0,1,10.90,708.50,
2023-01-02,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-15.50,-1007.50,-15.50,-15.50,-15.50,0,1,15.50,1007.50,
2023-01-03,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-5.20,-338.00,-5.20,-5.20,-5.20,0,1,5.20,338.00,
2023-01-04,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,8.40,546.00,8.40,8.40,8.40,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2023-01-05,TRADED,,1,0,0,1,1,0,0,0,0,1,0,0,151.80,9867.00,151.80,151.80,151.80,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2023-01-06,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-36.10,-2346.50,-36.10,-36.10,-36.10,0,1,36.10,2346.50,
2023-01-09,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-3.30,-214.50,-3.30,-3.30,-3.30,0,1,3.30,214.50,
2023-01-10,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-19.40,-1261.00,-19.40,-19.40,-19.40,0,1,19.40,1261.00,Open position carried through this date with no realized exit.
2023-01-11,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2023-01-12,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2023-01-13,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-7.70,-500.50,-7.70,-7.70,-7.70,0,1,7.70,500.50,Open position carried through this date with no realized exit.
2023-01-16,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2023-01-17,TRADED,,2,0,1,1,1,1,0,0,0,1,1,0,27.50,1787.50,13.75,48.00,-20.50,1,1,20.50,1332.50,Open position carried through this date with no realized exit.
2023-01-18,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,128.10,8326.50,128.10,128.10,128.10,1,0,0.00,0.00,Open position carried through this date with no realized exit.
2023-01-19,TRADED,,2,0,1,1,1,1,0,0,0,1,1,0,4.30,279.50,2.15,14.70,-10.40,1,1,10.40,676.00,
2023-01-20,TRADED,,1,0,0,1,0,1,0,0,0,0,1,0,-30.70,-1995.50,-30.70,-30.70,-30.70,0,1,30.70,1995.50,Open position carried through this date with no realized exit.
2023-01-23,TRADED,,1,0,1,0,0,1,0,0,0,0,1,0,-5.00,-325.00,-5.00,-5.00,-5.00,0,1,5.00,325.00,Open position carried through this date with no realized exit.
2023-01-24,FLAT,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,,0,0,0.00,0.00,
2023-01-25,TRADED,,1,0,1,0,1,0,0,0,0,1,0,0,98.10,6376.50,98.10,98.10,98.10,1,0,0.00,0.00,Open position carried through this date with no realized exit.
